primary_type,date,latitude,longitude
BATTERY,2025-03-15 22:00:00,41.921463921,-87.673580498
THEFT,2025-03-15 22:00:00,41.879466833,-87.668467867
BATTERY,2025-03-15 21:57:00,41.961198869,-87.706151162
BATTERY,2025-03-15 21:51:00,41.692393516,-87.639133252
OTHER OFFENSE,2025-03-15 21:50:00,41.862028528,-87.712855434
BATTERY,2025-03-15 21:46:00,41.735852281,-87.729965248
NARCOTICS,2025-03-15 21:44:00,41.87380383,-87.69477944
BATTERY,2025-03-15 21:41:00,41.906631631,-87.758362293
BATTERY,2025-03-15 21:40:00,41.906593213,-87.758362638
ROBBERY,2025-03-15 21:38:00,41.874508295,-87.696116296
OTHER OFFENSE,2025-03-15 21:37:00,41.975368836,-87.744277197
CRIMINAL DAMAGE,2025-03-15 21:30:00,41.747656283,-87.554030587
ASSAULT,2025-03-15 21:30:00,41.759012808,-87.560215615
ASSAULT,2025-03-15 21:30:00,41.779672086,-87.738665559
THEFT,2025-03-15 21:30:00,41.84785572,-87.645162578
THEFT,2025-03-15 21:29:00,41.778340981,-87.703122242
BATTERY,2025-03-15 21:27:00,41.940425566,-87.764722587
ASSAULT,2025-03-15 21:20:00,41.691751579,-87.685225652
PUBLIC PEACE VIOLATION,2025-03-15 21:20:00,41.87276817,-87.707042122
LIQUOR LAW VIOLATION,2025-03-15 21:19:00,41.855034296,-87.667439919
BATTERY,2025-03-15 21:17:00,41.882738916,-87.635328699
CRIMINAL DAMAGE,2025-03-15 21:15:00,41.793705588,-87.661360537
ASSAULT,2025-03-15 21:15:00,41.701985787,-87.535283939
CRIMINAL DAMAGE,2025-03-15 21:12:00,41.885702079,-87.642031644
BATTERY,2025-03-15 21:10:00,41.82132742,-87.623155514
BATTERY,2025-03-15 21:06:00,41.779630545,-87.61078722
BATTERY,2025-03-15 21:01:00,41.946845754,-87.656233188
BATTERY,2025-03-15 21:00:00,41.775818341,-87.644683072
OTHER OFFENSE,2025-03-15 21:00:00,41.885589314,-87.774030221
ASSAULT,2025-03-15 21:00:00,41.965576104,-87.721963451
BATTERY,2025-03-15 21:00:00,41.902440973,-87.66504844
CRIMINAL TRESPASS,2025-03-15 21:00:00,41.906598157,-87.659825297
OTHER OFFENSE,2025-03-15 21:00:00,41.843544056,-87.707451983
DECEPTIVE PRACTICE,2025-03-15 21:00:00,41.943056436,-87.649362967
THEFT,2025-03-15 21:00:00,41.733747719,-87.615463699
MOTOR VEHICLE THEFT,2025-03-15 21:00:00,41.651396079,-87.545927188
THEFT,2025-03-15 21:00:00,41.89728024,-87.716764069
THEFT,2025-03-15 21:00:00,41.958218081,-87.702040567
CRIMINAL DAMAGE,2025-03-15 21:00:00,41.913722308,-87.783487774
THEFT,2025-03-15 21:00:00,41.783739657,-87.68742771
ROBBERY,2025-03-15 21:00:00,41.809519024,-87.607384952
OTHER OFFENSE,2025-03-15 21:00:00,41.972749328,-87.728153813
OTHER OFFENSE,2025-03-15 21:00:00,,
OTHER OFFENSE,2025-03-15 21:00:00,41.771473188,-87.590357168
MOTOR VEHICLE THEFT,2025-03-15 21:00:00,41.676995167,-87.627438678
CRIMINAL SEXUAL ASSAULT,2025-03-15 21:00:00,41.875136518,-87.735897791
THEFT,2025-03-15 21:00:00,41.883500187,-87.627876698
DECEPTIVE PRACTICE,2025-03-15 21:00:00,41.86821682,-87.6304532
WEAPONS VIOLATION,2025-03-15 20:58:00,41.71584694,-87.653894425
ASSAULT,2025-03-15 20:56:00,41.738379322,-87.561166634
BATTERY,2025-03-15 20:47:00,41.875254895,-87.627618559
BATTERY,2025-03-15 20:45:00,41.947252263,-87.65350869
BATTERY,2025-03-15 20:36:00,41.92116755,-87.738904205
MOTOR VEHICLE THEFT,2025-03-15 20:30:00,41.903396846,-87.663315635
CRIMINAL DAMAGE,2025-03-15 20:30:00,41.784422201,-87.703598021
THEFT,2025-03-15 20:30:00,41.686867374,-87.620901922
ROBBERY,2025-03-15 20:25:00,41.823566885,-87.688795972
CRIMINAL DAMAGE,2025-03-15 20:21:00,41.876607964,-87.627644063
BATTERY,2025-03-15 20:21:00,41.792342313,-87.619163083
BATTERY,2025-03-15 20:20:00,41.772387175,-87.589954366
CRIMINAL DAMAGE,2025-03-15 20:20:00,41.673532835,-87.624928926
ASSAULT,2025-03-15 20:19:00,41.952901742,-87.787536961
THEFT,2025-03-15 20:15:00,42.016607113,-87.675302757
ASSAULT,2025-03-15 20:15:00,41.807499342,-87.590234482
THEFT,2025-03-15 20:12:00,41.883500187,-87.627876698
ROBBERY,2025-03-15 20:10:00,41.997888171,-87.680440023
BATTERY,2025-03-15 20:08:00,41.882389156,-87.624374606
WEAPONS VIOLATION,2025-03-15 20:07:00,41.951034425,-87.660137054
MOTOR VEHICLE THEFT,2025-03-15 20:00:00,41.952700835,-87.652803773
ASSAULT,2025-03-15 20:00:00,41.978804601,-87.659936583
BATTERY,2025-03-15 20:00:00,41.942351064,-87.649344776
THEFT,2025-03-15 20:00:00,41.885935298,-87.649818339
BATTERY,2025-03-15 20:00:00,41.885575917,-87.652609523
CRIMINAL SEXUAL ASSAULT,2025-03-15 20:00:00,41.942987835,-87.6493637
ASSAULT,2025-03-15 20:00:00,41.803573845,-87.676991943
THEFT,2025-03-15 20:00:00,41.891573034,-87.675371975
BATTERY,2025-03-15 20:00:00,41.89138477,-87.648797987
THEFT,2025-03-15 20:00:00,41.946145384,-87.655667162
OTHER OFFENSE,2025-03-15 20:00:00,41.991453716,-87.658258308
ROBBERY,2025-03-15 20:00:00,41.750133945,-87.662221927
WEAPONS VIOLATION,2025-03-15 19:59:00,41.937263715,-87.668573535
DECEPTIVE PRACTICE,2025-03-15 19:50:00,41.859794359,-87.622370293
BATTERY,2025-03-15 19:47:00,41.808855912,-87.664976619
BATTERY,2025-03-15 19:42:00,41.881556538,-87.627758535
BATTERY,2025-03-15 19:42:00,41.728735699,-87.58394422
CRIMINAL DAMAGE,2025-03-15 19:42:00,41.884650262,-87.627915459
BATTERY,2025-03-15 19:40:00,41.82254499,-87.665557031
BATTERY,2025-03-15 19:39:00,41.778883826,-87.664206366
INTERFERENCE WITH PUBLIC OFFICER,2025-03-15 19:39:00,41.778883826,-87.664206366
THEFT,2025-03-15 19:32:00,41.977968974,-87.846468041
BATTERY,2025-03-15 19:30:00,41.881556538,-87.627758535
CRIMINAL DAMAGE,2025-03-15 19:30:00,41.929060122,-87.650611297
BATTERY,2025-03-15 19:30:00,41.893741546,-87.704868606
WEAPONS VIOLATION,2025-03-15 19:29:00,41.816931395,-87.693242676
BATTERY,2025-03-15 19:23:00,41.852034102,-87.623781281
OTHER OFFENSE,2025-03-15 19:21:00,41.843403023,-87.718430312
CRIMINAL DAMAGE,2025-03-15 19:20:00,41.878508188,-87.752280252
ROBBERY,2025-03-15 19:20:00,41.799123774,-87.587265261
THEFT,2025-03-15 19:19:00,41.931574051,-87.711516699
ROBBERY,2025-03-15 19:18:00,41.890509629,-87.743830813
THEFT,2025-03-15 19:15:00,41.915128896,-87.686365479
BURGLARY,2025-03-15 19:12:00,41.761599817,-87.590874263
BATTERY,2025-03-15 19:09:00,41.813058022,-87.665083334
ASSAULT,2025-03-15 19:09:00,41.696774514,-87.713223425
BATTERY,2025-03-15 19:07:00,41.946248393,-87.657779705
ASSAULT,2025-03-15 19:05:00,41.837205442,-87.706060571
BATTERY,2025-03-15 19:05:00,41.857969611,-87.655534354
BATTERY,2025-03-15 19:04:00,41.801406529,-87.658166297
INTERFERENCE WITH PUBLIC OFFICER,2025-03-15 19:02:00,41.774069965,-87.644639452
NARCOTICS,2025-03-15 19:01:00,41.893596455,-87.719135444
BATTERY,2025-03-15 19:00:00,41.844227884,-87.726467148
THEFT,2025-03-15 19:00:00,41.966251399,-87.662539766
MOTOR VEHICLE THEFT,2025-03-15 19:00:00,41.752561862,-87.576007705
BATTERY,2025-03-15 19:00:00,,
CRIMINAL DAMAGE,2025-03-15 19:00:00,41.94175425,-87.653280397
MOTOR VEHICLE THEFT,2025-03-15 19:00:00,41.881191799,-87.684578085
BATTERY,2025-03-15 19:00:00,41.80462016,-87.684368169
THEFT,2025-03-15 19:00:00,41.904160813,-87.634489295
CRIMINAL DAMAGE,2025-03-15 19:00:00,41.893199621,-87.675241423
MOTOR VEHICLE THEFT,2025-03-15 19:00:00,41.917354172,-87.677605691
BURGLARY,2025-03-15 19:00:00,,
MOTOR VEHICLE THEFT,2025-03-15 18:55:00,41.711250369,-87.560953019
BATTERY,2025-03-15 18:51:00,41.883859085,-87.752745896
ASSAULT,2025-03-15 18:50:00,41.820321877,-87.611089368
CRIMINAL DAMAGE,2025-03-15 18:50:00,41.920315481,-87.802471942
THEFT,2025-03-15 18:50:00,41.88171846,-87.627760426
BATTERY,2025-03-15 18:45:00,41.879542637,-87.625144154
THEFT,2025-03-15 18:44:00,,
CRIMINAL DAMAGE,2025-03-15 18:40:00,41.936304033,-87.652320242
OTHER OFFENSE,2025-03-15 18:35:00,41.770227581,-87.628290698
CRIMINAL DAMAGE,2025-03-15 18:35:00,41.873723439,-87.627591345
DECEPTIVE PRACTICE,2025-03-15 18:34:00,41.770227581,-87.628290698
ASSAULT,2025-03-15 18:33:00,41.741447487,-87.710338802
THEFT,2025-03-15 18:32:00,41.953140504,-87.769929177
MOTOR VEHICLE THEFT,2025-03-15 18:30:00,41.726969742,-87.579121797
CRIMINAL DAMAGE,2025-03-15 18:30:00,41.8918977,-87.773336129
THEFT,2025-03-15 18:30:00,41.686867374,-87.620901922
CRIMINAL DAMAGE,2025-03-15 18:30:00,41.867504412,-87.704479484
CRIMINAL DAMAGE,2025-03-15 18:30:00,41.751746775,-87.741463062
BATTERY,2025-03-15 18:30:00,41.843879386,-87.620432585
CRIMINAL TRESPASS,2025-03-15 18:29:00,41.858594819,-87.627214427
BATTERY,2025-03-15 18:28:00,41.802037251,-87.620390452
OTHER OFFENSE,2025-03-15 18:25:00,41.96863534,-87.807152814
CRIMINAL TRESPASS,2025-03-15 18:24:00,41.769688287,-87.587221529
DECEPTIVE PRACTICE,2025-03-15 18:22:00,41.876541001,-87.629253085
WEAPONS VIOLATION,2025-03-15 18:18:00,41.876541001,-87.629253085
BATTERY,2025-03-15 18:18:00,41.888599915,-87.632510468
OTHER OFFENSE,2025-03-15 18:10:00,41.836849331,-87.72713501
BATTERY,2025-03-15 18:08:00,41.858887646,-87.654386688
THEFT,2025-03-15 18:06:00,41.767407025,-87.6212652
CRIMINAL DAMAGE,2025-03-15 18:05:00,41.680950212,-87.539596339
ASSAULT,2025-03-15 18:05:00,41.946628027,-87.708334129
BATTERY,2025-03-15 18:00:00,41.805071645,-87.739417384
ROBBERY,2025-03-15 18:00:00,41.872634256,-87.71678069
BATTERY,2025-03-15 18:00:00,41.755008548,-87.730148696
DECEPTIVE PRACTICE,2025-03-15 18:00:00,41.800341024,-87.686659545
BATTERY,2025-03-15 18:00:00,41.966992822,-87.687510376
BURGLARY,2025-03-15 18:00:00,41.84714805,-87.638383957
NARCOTICS,2025-03-15 17:54:00,41.764407255,-87.640069305
WEAPONS VIOLATION,2025-03-15 17:53:00,41.857969655,-87.655541695
CRIMINAL DAMAGE,2025-03-15 17:51:00,41.807583099,-87.669802194
ASSAULT,2025-03-15 17:50:00,41.943809131,-87.663929245
BATTERY,2025-03-15 17:49:00,41.754507854,-87.576050797
BATTERY,2025-03-15 17:48:00,,
NARCOTICS,2025-03-15 17:47:00,41.872222885,-87.728181426
BATTERY,2025-03-15 17:45:00,41.746408057,-87.741262915
NARCOTICS,2025-03-15 17:45:00,41.870822871,-87.718795428
STALKING,2025-03-15 17:45:00,41.765042101,-87.654933485
THEFT,2025-03-15 17:40:00,41.885635134,-87.649182539
CRIMINAL DAMAGE,2025-03-15 17:37:00,41.867487947,-87.704479646
ASSAULT,2025-03-15 17:37:00,41.880815147,-87.75263391
CRIMINAL DAMAGE,2025-03-15 17:36:00,41.784826483,-87.644913015
THEFT,2025-03-15 17:35:00,41.844099091,-87.645206506
THEFT,2025-03-15 17:34:00,41.883475491,-87.627876969
THEFT,2025-03-15 17:34:00,41.903996883,-87.643230238
ROBBERY,2025-03-15 17:30:00,41.885727589,-87.625942541
ASSAULT,2025-03-15 17:30:00,41.731389342,-87.555436226
THEFT,2025-03-15 17:30:00,41.893240902,-87.630344179
DECEPTIVE PRACTICE,2025-03-15 17:30:00,,
BATTERY,2025-03-15 17:30:00,41.752390498,-87.600362278
THEFT,2025-03-15 17:30:00,41.79839359,-87.603898124
THEFT,2025-03-15 17:26:00,41.944058633,-87.798352983
BATTERY,2025-03-15 17:20:00,41.802072586,-87.680821601
ASSAULT,2025-03-15 17:20:00,41.865606394,-87.717835788
ASSAULT,2025-03-15 17:17:00,41.749517088,-87.55770569
ROBBERY,2025-03-15 17:15:00,41.885908101,-87.626289429
BATTERY,2025-03-15 17:15:00,41.893200979,-87.633242486
ROBBERY,2025-03-15 17:15:00,41.771225972,-87.6114131
BATTERY,2025-03-15 17:15:00,41.866307314,-87.713963181
THEFT,2025-03-15 17:10:00,41.885367342,-87.626266013
THEFT,2025-03-15 17:09:00,41.926484632,-87.785553657
BATTERY,2025-03-15 17:05:00,41.903740106,-87.688276783
ROBBERY,2025-03-15 17:03:00,41.906837023,-87.6473288
ROBBERY,2025-03-15 17:00:00,41.841831345,-87.707398946
THEFT,2025-03-15 17:00:00,41.99445207,-87.701958513
THEFT,2025-03-15 17:00:00,41.846985282,-87.725318008
ASSAULT,2025-03-15 17:00:00,41.83805499,-87.645458414
OTHER OFFENSE,2025-03-15 17:00:00,41.909222563,-87.689650683
DECEPTIVE PRACTICE,2025-03-15 17:00:00,41.888057631,-87.629545308
CRIMINAL DAMAGE,2025-03-15 17:00:00,41.969212636,-87.686491431
THEFT,2025-03-15 17:00:00,41.762862598,-87.663731403
CRIMINAL DAMAGE,2025-03-15 17:00:00,41.75440386,-87.555554195
THEFT,2025-03-15 17:00:00,41.885191719,-87.624486846
THEFT,2025-03-15 17:00:00,41.751450532,-87.66022925
BATTERY,2025-03-15 16:58:00,41.742368861,-87.64987372
BATTERY,2025-03-15 16:56:00,41.926910407,-87.641278248
NARCOTICS,2025-03-15 16:56:00,41.893647318,-87.714297786
ASSAULT,2025-03-15 16:50:00,41.776138272,-87.708826349
ROBBERY,2025-03-15 16:50:00,41.852868298,-87.63091491
ROBBERY,2025-03-15 16:47:00,41.754592961,-87.741528537
INTERFERENCE WITH PUBLIC OFFICER,2025-03-15 16:46:00,41.880716129,-87.726581034
ASSAULT,2025-03-15 16:45:00,41.903125898,-87.632182661
THEFT,2025-03-15 16:45:00,41.885481891,-87.627935689
BATTERY,2025-03-15 16:45:00,41.713335958,-87.659967791
BATTERY,2025-03-15 16:45:00,41.907092924,-87.639677552
ASSAULT,2025-03-15 16:45:00,41.8924816,-87.627351831
ASSAULT,2025-03-15 16:44:00,41.770191042,-87.722546543
CRIMINAL DAMAGE,2025-03-15 16:37:00,41.752329399,-87.60890194
BATTERY,2025-03-15 16:35:00,41.683664157,-87.532841597
CRIMINAL DAMAGE,2025-03-15 16:34:00,41.873852758,-87.762441734
ASSAULT,2025-03-15 16:33:00,41.824675709,-87.617013434
BATTERY,2025-03-15 16:30:00,41.949600232,-87.658442769
THEFT,2025-03-15 16:30:00,41.900546929,-87.633632427
THEFT,2025-03-15 16:30:00,41.886749178,-87.65146962
BATTERY,2025-03-15 16:30:00,41.915798196,-87.726524412
BATTERY,2025-03-15 16:30:00,41.744927373,-87.661176838
THEFT,2025-03-15 16:30:00,41.890250263,-87.63403495
OTHER OFFENSE,2025-03-15 16:24:00,41.76610221,-87.654141548
ASSAULT,2025-03-15 16:21:00,41.967132829,-87.757675178
SEX OFFENSE,2025-03-15 16:17:00,41.895877613,-87.706566627
ASSAULT,2025-03-15 16:10:00,41.789940003,-87.615031444
THEFT,2025-03-15 16:01:00,41.998734156,-87.660613118
ROBBERY,2025-03-15 16:00:00,41.885741029,-87.631711749
CRIMINAL TRESPASS,2025-03-15 16:00:00,41.750015145,-87.640359773
MOTOR VEHICLE THEFT,2025-03-15 16:00:00,41.863465393,-87.731204599
THEFT,2025-03-15 16:00:00,41.871371147,-87.627514417
THEFT,2025-03-15 16:00:00,41.882366617,-87.753912486
DECEPTIVE PRACTICE,2025-03-15 16:00:00,41.7661636,-87.584113638
BATTERY,2025-03-15 16:00:00,41.799197912,-87.587271736
BATTERY,2025-03-15 16:00:00,41.91014769,-87.635673092
BURGLARY,2025-03-15 16:00:00,41.731112402,-87.60878135
THEFT,2025-03-15 16:00:00,41.757567866,-87.605364858
THEFT,2025-03-15 16:00:00,41.816721389,-87.694462699
BATTERY,2025-03-15 15:56:00,41.87784596,-87.736592262
THEFT,2025-03-15 15:55:00,41.867921719,-87.656710552
NARCOTICS,2025-03-15 15:52:00,41.885721129,-87.747088202
CRIMINAL DAMAGE,2025-03-15 15:50:00,41.883859085,-87.752745896
BATTERY,2025-03-15 15:50:00,41.871059191,-87.696686604
THEFT,2025-03-15 15:50:00,41.754592961,-87.741528537
WEAPONS VIOLATION,2025-03-15 15:47:00,41.932306394,-87.676460292
PUBLIC PEACE VIOLATION,2025-03-15 15:46:00,41.881790794,-87.624355516
BATTERY,2025-03-15 15:44:00,41.982591102,-87.656586509
BATTERY,2025-03-15 15:40:00,41.96009635,-87.705768568
BATTERY,2025-03-15 15:40:00,41.747824875,-87.665800582
BATTERY,2025-03-15 15:38:00,41.932862434,-87.641702699
THEFT,2025-03-15 15:35:00,41.899410159,-87.624131266
BATTERY,2025-03-15 15:33:00,41.849252517,-87.701509135
WEAPONS VIOLATION,2025-03-15 15:32:00,41.931300196,-87.68047272
THEFT,2025-03-15 15:30:00,41.963070794,-87.655984213
THEFT,2025-03-15 15:30:00,41.968555728,-87.69562481
THEFT,2025-03-15 15:30:00,41.837779492,-87.721929973
SEX OFFENSE,2025-03-15 15:30:00,41.888045958,-87.625413826
OTHER OFFENSE,2025-03-15 15:30:00,41.960869394,-87.73491009
BATTERY,2025-03-15 15:26:00,41.903775756,-87.639324074
DECEPTIVE PRACTICE,2025-03-15 15:26:00,41.876683313,-87.624283454
THEFT,2025-03-15 15:26:00,41.911957958,-87.704899354
THEFT,2025-03-15 15:26:00,41.876683313,-87.624283454
CRIMINAL DAMAGE,2025-03-15 15:25:00,41.901247249,-87.733645157
ASSAULT,2025-03-15 15:18:00,41.802850483,-87.652664297
CRIMINAL TRESPASS,2025-03-15 15:15:00,41.725729311,-87.66278368
DECEPTIVE PRACTICE,2025-03-15 15:15:00,41.952052445,-87.646226566
ASSAULT,2025-03-15 15:15:00,41.841103444,-87.626852618
ROBBERY,2025-03-15 15:14:00,41.945051633,-87.677130806
BATTERY,2025-03-15 15:13:00,41.779975054,-87.630937377
DECEPTIVE PRACTICE,2025-03-15 15:12:00,41.770312361,-87.620239634
BATTERY,2025-03-15 15:11:00,41.766056625,-87.577835759
PUBLIC PEACE VIOLATION,2025-03-15 15:10:00,41.877896435,-87.624310435
THEFT,2025-03-15 15:00:00,41.943108594,-87.649366085
CRIMINAL DAMAGE,2025-03-15 15:00:00,41.728875502,-87.574304041
THEFT,2025-03-15 15:00:00,41.967731799,-87.692547922
THEFT,2025-03-15 15:00:00,41.928845536,-87.710870694
DECEPTIVE PRACTICE,2025-03-15 15:00:00,41.895026039,-87.658477715
THEFT,2025-03-15 15:00:00,41.896708121,-87.626078488
THEFT,2025-03-15 15:00:00,41.893646656,-87.631177143
BATTERY,2025-03-15 15:00:00,41.943197561,-87.680196981
CRIMINAL DAMAGE,2025-03-15 15:00:00,41.939823537,-87.660005051
BURGLARY,2025-03-15 15:00:00,41.768054437,-87.569117315
THEFT,2025-03-15 15:00:00,41.680481664,-87.540099953
CRIMINAL DAMAGE,2025-03-15 15:00:00,41.742208211,-87.556368278
CRIMINAL DAMAGE,2025-03-15 15:00:00,41.780946398,-87.621995369
BATTERY,2025-03-15 15:00:00,41.763781977,-87.585864104
BATTERY,2025-03-15 14:59:00,41.836559146,-87.620223934
THEFT,2025-03-15 14:58:00,42.019399237,-87.675049485
THEFT,2025-03-15 14:51:00,41.972107514,-87.740843159
CRIMINAL DAMAGE,2025-03-15 14:50:00,41.890128925,-87.765212935
THEFT,2025-03-15 14:50:00,41.88946287,-87.624222942
BATTERY,2025-03-15 14:50:00,41.659004469,-87.635276214
ASSAULT,2025-03-15 14:47:00,41.78528946,-87.606034015
THEFT,2025-03-15 14:45:00,41.847326411,-87.723406263
NARCOTICS,2025-03-15 14:43:00,41.880186421,-87.768532463
CRIMINAL DAMAGE,2025-03-15 14:40:00,41.751484728,-87.661852377
WEAPONS VIOLATION,2025-03-15 14:40:00,41.923440051,-87.72429503
ASSAULT,2025-03-15 14:38:00,41.838026577,-87.647590804
BATTERY,2025-03-15 14:35:00,41.655791542,-87.596266018
THEFT,2025-03-15 14:35:00,41.910764867,-87.658120918
MOTOR VEHICLE THEFT,2025-03-15 14:30:00,41.840714468,-87.66408738
THEFT,2025-03-15 14:30:00,41.847528336,-87.665950577
DECEPTIVE PRACTICE,2025-03-15 14:30:00,41.889203579,-87.631600408
OTHER OFFENSE,2025-03-15 14:30:00,41.70282428,-87.642705023
THEFT,2025-03-15 14:30:00,41.937853298,-87.669923635
CRIMINAL DAMAGE,2025-03-15 14:30:00,41.885651592,-87.64826059
BATTERY,2025-03-15 14:30:00,41.972700187,-87.73185743
NARCOTICS,2025-03-15 14:29:00,41.880259491,-87.763879259
ASSAULT,2025-03-15 14:28:00,41.773201693,-87.661607587
ASSAULT,2025-03-15 14:25:00,41.816041501,-87.723882944
ASSAULT,2025-03-15 14:23:00,41.659040991,-87.634060865
CRIMINAL DAMAGE,2025-03-15 14:22:00,41.827272674,-87.633179742
BATTERY,2025-03-15 14:20:00,41.658282323,-87.603406488
MOTOR VEHICLE THEFT,2025-03-15 14:15:00,41.837871585,-87.623435005
ASSAULT,2025-03-15 14:10:00,41.756066833,-87.57608378
BATTERY,2025-03-15 14:08:00,41.947247623,-87.653652101
BATTERY,2025-03-15 14:07:00,41.867072031,-87.72612265
THEFT,2025-03-15 14:00:00,41.891062111,-87.617043461
BATTERY,2025-03-15 14:00:00,41.895675136,-87.628569146
THEFT,2025-03-15 14:00:00,41.889440391,-87.644881694
BATTERY,2025-03-15 14:00:00,41.952163065,-87.757111413
MOTOR VEHICLE THEFT,2025-03-15 14:00:00,41.764343641,-87.575253369
BATTERY,2025-03-15 14:00:00,41.880383856,-87.75417643
THEFT,2025-03-15 14:00:00,41.890013771,-87.631705393
ASSAULT,2025-03-15 14:00:00,41.903936616,-87.726335518
ROBBERY,2025-03-15 14:00:00,41.889983621,-87.647611988
BATTERY,2025-03-15 14:00:00,41.88233367,-87.627841791
THEFT,2025-03-15 13:55:00,41.947180628,-87.657178037
ROBBERY,2025-03-15 13:55:00,41.88529876,-87.624489335
THEFT,2025-03-15 13:43:00,41.932787468,-87.711096976
MOTOR VEHICLE THEFT,2025-03-15 13:40:00,41.96194719,-87.715611558
THEFT,2025-03-15 13:33:00,41.723227523,-87.611760157
THEFT,2025-03-15 13:30:00,41.834042232,-87.674368991
