primary_type,date,latitude,longitude,temperature,humidity,wind_speed
CRIMINAL DAMAGE,2025-03-07 15:30:00,41.893183866,-87.634487765,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 15:30:00,41.963128378,-87.690336461,0.97,72,0.45
THEFT,2025-03-07 15:30:00,41.972900877,-87.659774452,0.97,72,0.45
THEFT,2025-03-07 15:30:00,41.91342252,-87.663016067,0.97,72,0.45
OTHER OFFENSE,2025-03-07 15:30:00,41.892213756,-87.751895283,0.97,72,0.45
THEFT,2025-03-07 15:28:00,41.906600961,-87.65054206,0.97,72,0.45
THEFT,2025-03-07 15:25:00,41.896065069,-87.625486884,0.97,72,0.45
ASSAULT,2025-03-07 15:20:00,42.001822361,-87.689987495,0.97,72,0.45
NARCOTICS,2025-03-07 15:20:00,41.831881927,-87.616977126,0.97,72,0.45
ROBBERY,2025-03-07 15:19:00,41.777410704,-87.731273331,0.97,72,0.45
THEFT,2025-03-07 15:19:00,41.953439027,-87.746258499,0.97,72,0.45
THEFT,2025-03-07 15:19:00,41.920242275,-87.687496983,0.97,72,0.45
ROBBERY,2025-03-07 15:15:00,41.871417325,-87.680315079,0.97,72,0.45
THEFT,2025-03-07 15:15:00,41.910620259,-87.705672961,0.97,72,0.45
BATTERY,2025-03-07 15:12:00,41.878633536,-87.725598276,0.97,72,0.45
WEAPONS VIOLATION,2025-03-07 15:10:00,41.746545819,-87.6439223,0.97,72,0.45
BATTERY,2025-03-07 15:10:00,41.767524072,-87.674459981,0.97,72,0.45
BATTERY,2025-03-07 15:06:00,41.742647825,-87.651098285,0.97,72,0.45
WEAPONS VIOLATION,2025-03-07 15:05:00,41.78077994,-87.661821815,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 15:04:00,41.856083523,-87.627164967,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 15:00:00,41.758332988,-87.619272728,0.97,72,0.45
ASSAULT,2025-03-07 15:00:00,41.695850199,-87.609147971,0.97,72,0.45
THEFT,2025-03-07 15:00:00,41.974258856,-87.724561315,0.97,72,0.45
THEFT,2025-03-07 15:00:00,,,0.97,72,0.45
THEFT,2025-03-07 15:00:00,41.892509386,-87.626069718,0.97,72,0.45
THEFT,2025-03-07 15:00:00,41.886795916,-87.64779665,0.97,72,0.45
THEFT,2025-03-07 15:00:00,,,0.97,72,0.45
WEAPONS VIOLATION,2025-03-07 14:57:00,41.862866691,-87.714088165,0.97,72,0.45
OTHER OFFENSE,2025-03-07 14:54:00,41.867436641,-87.62540628,0.97,72,0.45
THEFT,2025-03-07 14:53:00,41.88171846,-87.627760426,0.97,72,0.45
ASSAULT,2025-03-07 14:45:00,41.880655171,-87.731685867,0.97,72,0.45
ASSAULT,2025-03-07 14:45:00,41.819192605,-87.626752323,0.97,72,0.45
OTHER OFFENSE,2025-03-07 14:45:00,41.708280992,-87.642870023,0.97,72,0.45
THEFT,2025-03-07 14:45:00,41.97443857,-87.81119077,0.97,72,0.45
THEFT,2025-03-07 14:40:00,,,0.97,72,0.45
ASSAULT,2025-03-07 14:35:00,41.816229907,-87.606696541,0.97,72,0.45
ROBBERY,2025-03-07 14:33:00,41.931761455,-87.746604326,0.97,72,0.45
THEFT,2025-03-07 14:30:00,41.872945426,-87.629153024,0.97,72,0.45
THEFT,2025-03-07 14:30:00,41.90800034,-87.774345287,0.97,72,0.45
OFFENSE INVOLVING CHILDREN,2025-03-07 14:30:00,41.704026818,-87.618555581,0.97,72,0.45
THEFT,2025-03-07 14:30:00,41.86331852,-87.664960391,0.97,72,0.45
ASSAULT,2025-03-07 14:30:00,41.968763818,-87.688661831,0.97,72,0.45
BATTERY,2025-03-07 14:20:00,41.875820724,-87.647175913,0.97,72,0.45
BATTERY,2025-03-07 14:17:00,41.885326396,-87.633919718,0.97,72,0.45
OTHER OFFENSE,2025-03-07 14:16:00,41.802855321,-87.606422225,0.97,72,0.45
THEFT,2025-03-07 14:15:00,41.808384413,-87.618126623,0.97,72,0.45
OTHER OFFENSE,2025-03-07 14:12:00,41.905672388,-87.69078474,0.97,72,0.45
OTHER OFFENSE,2025-03-07 14:10:00,41.877654733,-87.747958745,0.97,72,0.45
THEFT,2025-03-07 14:06:00,41.810693516,-87.683929054,0.97,72,0.45
NARCOTICS,2025-03-07 14:05:00,42.019385566,-87.673147017,0.97,72,0.45
THEFT,2025-03-07 14:05:00,41.880775433,-87.627029031,0.97,72,0.45
ASSAULT,2025-03-07 14:05:00,41.996799723,-87.891949092,0.97,72,0.45
BATTERY,2025-03-07 14:00:00,41.885753511,-87.627032961,0.97,72,0.45
THEFT,2025-03-07 14:00:00,41.97855782,-87.836588785,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-07 14:00:00,41.867293733,-87.711651717,0.97,72,0.45
THEFT,2025-03-07 14:00:00,41.891372662,-87.74677209,0.97,72,0.45
THEFT,2025-03-07 14:00:00,41.877981539,-87.644608125,0.97,72,0.45
ASSAULT,2025-03-07 13:57:00,41.979280568,-87.898381198,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 13:53:00,41.931253384,-87.806511995,0.97,72,0.45
NARCOTICS,2025-03-07 13:53:00,41.930364,-87.726937627,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-07 13:51:00,41.877480915,-87.692278962,0.97,72,0.45
BATTERY,2025-03-07 13:50:00,41.935115393,-87.68205092,0.97,72,0.45
THEFT,2025-03-07 13:50:00,41.926484632,-87.785553657,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 13:45:00,41.900817521,-87.774110401,0.97,72,0.45
ROBBERY,2025-03-07 13:30:00,41.87835166,-87.680248158,0.97,72,0.45
THEFT,2025-03-07 13:30:00,41.859842286,-87.651546303,0.97,72,0.45
NARCOTICS,2025-03-07 13:30:00,41.88465094,-87.75522124,0.97,72,0.45
BATTERY,2025-03-07 13:30:00,41.677810006,-87.642302645,0.97,72,0.45
OTHER OFFENSE,2025-03-07 13:30:00,41.941014259,-87.719180478,0.97,72,0.45
NARCOTICS,2025-03-07 13:29:00,41.758386074,-87.684680253,0.97,72,0.45
BATTERY,2025-03-07 13:26:00,41.876121224,-87.641003973,0.97,72,0.45
WEAPONS VIOLATION,2025-03-07 13:20:00,41.903450628,-87.631433403,0.97,72,0.45
THEFT,2025-03-07 13:19:00,41.808293763,-87.693486392,0.97,72,0.45
THEFT,2025-03-07 13:16:00,41.999694408,-87.681021229,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-07 13:16:00,41.892904362,-87.614547398,0.97,72,0.45
OTHER OFFENSE,2025-03-07 13:07:00,41.768371003,-87.680041526,0.97,72,0.45
BURGLARY,2025-03-07 13:05:00,,,0.97,72,0.45
BATTERY,2025-03-07 13:00:00,41.848095703,-87.68063306,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-07 13:00:00,41.750476891,-87.601523766,0.97,72,0.45
BATTERY,2025-03-07 13:00:00,41.878743645,-87.736124908,0.97,72,0.45
THEFT,2025-03-07 13:00:00,41.919182606,-87.71077722,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 13:00:00,41.892816145,-87.624193198,0.97,72,0.45
THEFT,2025-03-07 13:00:00,41.883824914,-87.738031259,0.97,72,0.45
ASSAULT,2025-03-07 13:00:00,41.939324458,-87.72964979,0.97,72,0.45
THEFT,2025-03-07 13:00:00,41.953606977,-87.65289707,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 13:00:00,41.781315845,-87.615652004,0.97,72,0.45
OTHER OFFENSE,2025-03-07 12:58:00,41.785816528,-87.734432399,0.97,72,0.45
BATTERY,2025-03-07 12:55:00,41.806890268,-87.589834384,0.97,72,0.45
THEFT,2025-03-07 12:55:00,41.882394062,-87.627844798,0.97,72,0.45
NARCOTICS,2025-03-07 12:55:00,41.890703831,-87.70640419,0.97,72,0.45
THEFT,2025-03-07 12:52:00,41.772681233,-87.631918784,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-07 12:50:00,41.756115887,-87.605326291,0.97,72,0.45
NARCOTICS,2025-03-07 12:48:00,41.8317447,-87.616974986,0.97,72,0.45
BURGLARY,2025-03-07 12:48:00,41.753428709,-87.669583295,0.97,72,0.45
NARCOTICS,2025-03-07 12:44:00,41.889533559,-87.749374451,0.97,72,0.45
OTHER OFFENSE,2025-03-07 12:40:00,41.657906256,-87.600373405,0.97,72,0.45
OTHER OFFENSE,2025-03-07 12:33:00,41.798681311,-87.65256172,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 12:30:00,41.742991296,-87.632025815,0.97,72,0.45
THEFT,2025-03-07 12:30:00,41.657905826,-87.599875727,0.97,72,0.45
NARCOTICS,2025-03-07 12:28:00,41.852868298,-87.63091491,0.97,72,0.45
BURGLARY,2025-03-07 12:25:00,41.786980919,-87.615790496,0.97,72,0.45
SEX OFFENSE,2025-03-07 12:22:00,41.972617588,-87.71425447,0.97,72,0.45
NARCOTICS,2025-03-07 12:21:00,41.729458085,-87.544274901,0.97,72,0.45
BATTERY,2025-03-07 12:20:00,41.898154306,-87.713964084,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-07 12:17:00,41.893964478,-87.636047576,0.97,72,0.45
BATTERY,2025-03-07 12:15:00,41.773791399,-87.683986153,0.97,72,0.45
OFFENSE INVOLVING CHILDREN,2025-03-07 12:13:00,,,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 12:05:00,41.992841521,-87.697041472,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 12:05:00,41.891404732,-87.628061509,0.97,72,0.45
SEX OFFENSE,2025-03-07 12:00:00,41.87178962,-87.633564301,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 12:00:00,41.812241807,-87.707254261,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 12:00:00,41.735684603,-87.60837457,0.97,72,0.45
THEFT,2025-03-07 12:00:00,41.899877007,-87.656935312,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 12:00:00,41.885675573,-87.646761991,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 12:00:00,,,0.97,72,0.45
ASSAULT,2025-03-07 12:00:00,41.780454612,-87.602235272,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 12:00:00,41.918540127,-87.66013698,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-07 12:00:00,41.73685718,-87.65944369,0.97,72,0.45
BATTERY,2025-03-07 12:00:00,41.688218178,-87.537357913,0.97,72,0.45
OTHER OFFENSE,2025-03-07 12:00:00,41.728470906,-87.628846372,0.97,72,0.45
BATTERY,2025-03-07 12:00:00,41.7128602,-87.592464611,0.97,72,0.45
THEFT,2025-03-07 11:55:00,41.850679839,-87.622232656,0.97,72,0.45
THEFT,2025-03-07 11:53:00,41.963070794,-87.655984213,0.97,72,0.45
BATTERY,2025-03-07 11:52:00,41.892421622,-87.70890326,0.97,72,0.45
OTHER OFFENSE,2025-03-07 11:51:00,41.974129858,-87.766357256,0.97,72,0.45
THEFT,2025-03-07 11:50:00,41.868030585,-87.686073261,0.97,72,0.45
OTHER OFFENSE,2025-03-07 11:40:00,41.965057367,-87.879953326,0.97,72,0.45
THEFT,2025-03-07 11:35:00,41.757614433,-87.586115266,0.97,72,0.45
NARCOTICS,2025-03-07 11:33:00,41.73602552,-87.64690363,0.97,72,0.45
BURGLARY,2025-03-07 11:30:00,41.791599711,-87.673018032,0.97,72,0.45
THEFT,2025-03-07 11:28:00,41.998734156,-87.660613118,0.97,72,0.45
ASSAULT,2025-03-07 11:25:00,41.827373751,-87.682568055,0.97,72,0.45
BATTERY,2025-03-07 11:25:00,41.76340431,-87.60916591,0.97,72,0.45
BATTERY,2025-03-07 11:23:00,41.74614647,-87.658474419,0.97,72,0.45
OTHER OFFENSE,2025-03-07 11:21:00,41.902057599,-87.69018182,0.97,72,0.45
THEFT,2025-03-07 11:20:00,41.948131367,-87.649510899,0.97,72,0.45
THEFT,2025-03-07 11:12:00,41.907122083,-87.721570017,0.97,72,0.45
BATTERY,2025-03-07 11:02:00,41.854963672,-87.627133239,0.97,72,0.45
OTHER OFFENSE,2025-03-07 11:00:00,41.880281672,-87.762267007,0.97,72,0.45
THEFT,2025-03-07 11:00:00,41.758434033,-87.563935345,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 11:00:00,41.904611148,-87.768166632,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 11:00:00,41.910383131,-87.760584361,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 11:00:00,41.844405825,-87.713029404,0.97,72,0.45
THEFT,2025-03-07 10:56:00,41.998734156,-87.660613118,0.97,72,0.45
ROBBERY,2025-03-07 10:55:00,41.769466772,-87.657874472,0.97,72,0.45
THEFT,2025-03-07 10:50:00,41.743503863,-87.60501807,0.97,72,0.45
ASSAULT,2025-03-07 10:50:00,41.872963554,-87.753663295,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-07 10:49:00,41.881776822,-87.620767948,0.97,72,0.45
THEFT,2025-03-07 10:42:00,41.882254819,-87.763931315,0.97,72,0.45
BURGLARY,2025-03-07 10:37:00,41.978098009,-87.773633372,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 10:37:00,41.88484412,-87.641284387,0.97,72,0.45
BATTERY,2025-03-07 10:32:00,41.886303497,-87.714765311,0.97,72,0.45
NARCOTICS,2025-03-07 10:31:00,41.855037411,-87.695549781,0.97,72,0.45
ASSAULT,2025-03-07 10:30:00,41.885729587,-87.625821329,0.97,72,0.45
HOMICIDE,2025-03-07 10:21:00,41.883148173,-87.743560636,0.97,72,0.45
OTHER OFFENSE,2025-03-07 10:18:00,41.779872827,-87.586450869,0.97,72,0.45
ASSAULT,2025-03-07 10:04:00,41.688218178,-87.537357913,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-07 10:00:00,41.894446178,-87.713841976,0.97,72,0.45
OTHER OFFENSE,2025-03-07 10:00:00,41.903987456,-87.762467238,0.97,72,0.45
THEFT,2025-03-07 10:00:00,41.783081966,-87.613267388,0.97,72,0.45
THEFT,2025-03-07 10:00:00,41.974773411,-87.806396207,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-07 10:00:00,41.877745403,-87.626074642,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-07 10:00:00,41.764603788,-87.688913594,0.97,72,0.45
ASSAULT,2025-03-07 10:00:00,,,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 10:00:00,41.765221043,-87.603097362,0.97,72,0.45
NARCOTICS,2025-03-07 09:57:00,41.967251681,-87.655767102,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 09:45:00,41.69398576,-87.619508903,0.97,72,0.45
ASSAULT,2025-03-07 09:40:00,41.778754713,-87.617297398,0.97,72,0.45
THEFT,2025-03-07 09:39:00,41.990615196,-87.683188577,0.97,72,0.45
THEFT,2025-03-07 09:37:00,41.925078949,-87.673734337,0.97,72,0.45
ASSAULT,2025-03-07 09:37:00,42.00667112,-87.666861684,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 09:35:00,41.757547678,-87.607813366,0.97,72,0.45
BATTERY,2025-03-07 09:30:00,41.877585867,-87.683123746,0.97,72,0.45
THEFT,2025-03-07 09:30:00,41.89163815,-87.630325026,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-07 09:30:00,41.793082799,-87.660919654,0.97,72,0.45
THEFT,2025-03-07 09:25:00,41.887541087,-87.704646597,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 09:25:00,41.734697529,-87.572018905,0.97,72,0.45
THEFT,2025-03-07 09:21:00,41.909636288,-87.745300725,0.97,72,0.45
THEFT,2025-03-07 09:20:00,41.794172544,-87.70357593,0.97,72,0.45
THEFT,2025-03-07 09:20:00,41.866125125,-87.657794171,0.97,72,0.45
ASSAULT,2025-03-07 09:15:00,41.744160299,-87.663284501,0.97,72,0.45
THEFT,2025-03-07 09:05:00,41.851912036,-87.694622835,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 09:00:00,41.980777857,-87.667021437,0.97,72,0.45
ROBBERY,2025-03-07 09:00:00,41.76060208,-87.584713464,0.97,72,0.45
BATTERY,2025-03-07 09:00:00,41.900870422,-87.624184899,0.97,72,0.45
ASSAULT,2025-03-07 09:00:00,41.976919956,-87.820460266,0.97,72,0.45
THEFT,2025-03-07 09:00:00,41.752278997,-87.656438527,0.97,72,0.45
OTHER OFFENSE,2025-03-07 09:00:00,41.823798151,-87.619756522,0.97,72,0.45
BURGLARY,2025-03-07 09:00:00,41.971105849,-87.721995153,0.97,72,0.45
THEFT,2025-03-07 09:00:00,41.903509764,-87.717806169,0.97,72,0.45
OTHER OFFENSE,2025-03-07 08:34:00,41.903196526,-87.751957281,0.97,72,0.45
OTHER OFFENSE,2025-03-07 08:33:00,41.751946521,-87.621406781,0.97,72,0.45
THEFT,2025-03-07 08:30:00,41.886018055,-87.633937881,0.97,72,0.45
BATTERY,2025-03-07 08:30:00,41.90314778,-87.756439292,0.97,72,0.45
BATTERY,2025-03-07 08:30:00,41.975729738,-87.710237831,0.97,72,0.45
BATTERY,2025-03-07 08:29:00,41.882139587,-87.71104513,0.97,72,0.45
NARCOTICS,2025-03-07 08:23:00,41.861794031,-87.717725509,0.97,72,0.45
BATTERY,2025-03-07 08:12:00,41.814377178,-87.604476134,0.97,72,0.45
BATTERY,2025-03-07 08:12:00,41.710887542,-87.564550209,0.97,72,0.45
ASSAULT,2025-03-07 08:10:00,41.899780312,-87.67716107,0.97,72,0.45
OTHER OFFENSE,2025-03-07 08:03:00,41.985379988,-87.709529491,0.97,72,0.45
BATTERY,2025-03-07 08:00:00,41.779112173,-87.693695901,0.97,72,0.45
ASSAULT,2025-03-07 08:00:00,41.896700571,-87.659973379,0.97,72,0.45
THEFT,2025-03-07 08:00:00,41.847609583,-87.711222061,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-07 08:00:00,41.761127676,-87.611526301,0.97,72,0.45
THEFT,2025-03-07 08:00:00,41.908239128,-87.678312491,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 08:00:00,41.903195408,-87.696889079,0.97,72,0.45
ASSAULT,2025-03-07 07:59:00,41.967538619,-87.713340244,0.97,72,0.45
BATTERY,2025-03-07 07:54:00,41.954035844,-87.796424031,0.97,72,0.45
ASSAULT,2025-03-07 07:31:00,41.93946076,-87.688108028,0.97,72,0.45
BURGLARY,2025-03-07 07:30:00,42.008439995,-87.666195635,0.97,72,0.45
BURGLARY,2025-03-07 07:30:00,41.895792239,-87.761732167,0.97,72,0.45
THEFT,2025-03-07 07:25:00,41.778340981,-87.703122242,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 07:24:00,41.697508824,-87.611059068,0.97,72,0.45
THEFT,2025-03-07 07:20:00,41.948250213,-87.644602172,0.97,72,0.45
OTHER OFFENSE,2025-03-07 07:17:00,41.746773075,-87.603837805,0.97,72,0.45
CONCEALED CARRY LICENSE VIOLATION,2025-03-07 07:17:00,42.006074109,-87.927364891,0.97,72,0.45
NARCOTICS,2025-03-07 07:05:00,41.873186975,-87.743644876,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 07:02:00,,,0.97,72,0.45
BATTERY,2025-03-07 07:00:00,41.806801421,-87.61952336,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 06:51:00,41.837245618,-87.615882474,0.97,72,0.45
NARCOTICS,2025-03-07 06:51:00,41.895491073,-87.713211146,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 06:49:00,41.769916749,-87.663954978,0.97,72,0.45
WEAPONS VIOLATION,2025-03-07 06:45:00,41.963382081,-87.718105325,0.97,72,0.45
ASSAULT,2025-03-07 06:31:00,41.861440662,-87.736036312,0.97,72,0.45
BATTERY,2025-03-07 06:30:00,41.879202837,-87.626113652,0.97,72,0.45
CRIMINAL SEXUAL ASSAULT,2025-03-07 06:30:00,41.97214778,-87.657704671,0.97,72,0.45
THEFT,2025-03-07 06:20:00,41.875272573,-87.624251314,0.97,72,0.45
BATTERY,2025-03-07 06:14:00,41.779618833,-87.653841284,0.97,72,0.45
ROBBERY,2025-03-07 06:07:00,41.906959346,-87.638463027,0.97,72,0.45
THEFT,2025-03-07 06:00:00,41.875107956,-87.738325124,0.97,72,0.45
BATTERY,2025-03-07 06:00:00,41.750133945,-87.662221927,0.97,72,0.45
BATTERY,2025-03-07 06:00:00,41.901466628,-87.71651809,0.97,72,0.45
OTHER OFFENSE,2025-03-07 05:50:00,41.733263922,-87.547001745,0.97,72,0.45
THEFT,2025-03-07 05:30:00,41.797247247,-87.589043686,0.97,72,0.45
CRIMINAL TRESPASS,2025-03-07 05:29:00,41.82018407,-87.686023366,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 05:10:00,41.76139129,-87.655712333,0.97,72,0.45
DECEPTIVE PRACTICE,2025-03-07 05:05:00,41.976762981,-87.900983721,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 05:00:00,41.936859797,-87.757907082,0.97,72,0.45
THEFT,2025-03-07 05:00:00,41.768408694,-87.587951169,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 05:00:00,41.891620575,-87.63148948,0.97,72,0.45
BURGLARY,2025-03-07 05:00:00,41.781413117,-87.721120133,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 04:30:00,41.882866334,-87.761630725,0.97,72,0.45
BATTERY,2025-03-07 04:22:00,41.721627204,-87.624485177,0.97,72,0.45
BATTERY,2025-03-07 04:17:00,41.952368432,-87.755929489,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 04:17:00,41.764804389,-87.673967305,0.97,72,0.45
THEFT,2025-03-07 04:12:00,41.682581566,-87.617504356,0.97,72,0.45
BATTERY,2025-03-07 04:06:00,41.743169687,-87.614706518,0.97,72,0.45
THEFT,2025-03-07 04:00:00,41.821139392,-87.614983694,0.97,72,0.45
ASSAULT,2025-03-07 04:00:00,41.864035852,-87.659042335,0.97,72,0.45
MOTOR VEHICLE THEFT,2025-03-07 03:55:00,41.765699968,-87.693055705,0.97,72,0.45
CRIMINAL DAMAGE,2025-03-07 03:55:00,41.911669895,-87.631931184,0.97,72,0.45
BATTERY,2025-03-07 03:50:00,41.953305818,-87.66140353,0.97,72,0.45
THEFT,2025-03-07 03:32:00,41.976851852,-87.654999693,0.97,72,0.45
