primary_type,date,latitude,longitude,name,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
OTHER OFFENSE,2025-03-18 19:26:00,41.707028924,-87.634138036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 19:25:00,41.943411035,-87.644871123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 19:25:00,41.86821682,-87.6304532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 19:24:00,41.923001356,-87.757340803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 19:15:00,41.786488972,-87.722978554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 19:15:00,41.98651861,-87.65528697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 19:13:00,41.742656445,-87.632018466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-18 19:11:00,41.694393036,-87.624121555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 19:11:00,41.717255488,-87.568833047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 19:08:00,41.766489174,-87.637180391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 19:08:00,41.852535656,-87.72352562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 19:08:00,41.930906002,-87.644017035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BURGLARY,2025-03-18 19:00:00,41.733537555,-87.604745981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 19:00:00,41.780357579,-87.682369028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUBLIC PEACE VIOLATION,2025-03-18 19:00:00,41.74064602,-87.545387414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 19:00:00,41.851527814,-87.72598339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 19:00:00,41.994924167,-87.701975919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 19:00:00,41.893223483,-87.63153437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 19:00:00,41.73882593,-87.67286277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 19:00:00,41.90322869,-87.74910274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 19:00:00,41.883330195,-87.764964695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-18 19:00:00,41.877851081,-87.735993683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 19:00:00,41.930867395,-87.718392147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 19:00:00,42.004754506,-87.665715366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 19:00:00,41.993019696,-87.699485951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 19:00:00,41.893223483,-87.63153437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 19:00:00,41.777910175,-87.609527011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 19:00:00,41.702872581,-87.605183816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 19:00:00,41.74927985,-87.65977186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:50:00,41.778661804,-87.692164197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:47:00,41.884493583,-87.626980736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 18:45:00,41.933803995,-87.767548813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 18:45:00,41.766102387,-87.573539169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:45:00,41.996454513,-87.700813015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 18:42:00,41.959549592,-87.68442362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:40:00,41.749658966,-87.670695872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:37:00,41.976762981,-87.900983721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 18:35:00,41.883256053,-87.734709457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 18:33:00,41.953439027,-87.746258499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 18:30:00,41.938686409,-87.757699537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:30:00,41.771222117,-87.735440654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 18:30:00,41.997824365,-87.684189426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:30:00,41.894996775,-87.746569975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 18:25:00,41.964667506,-87.721398534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 18:23:00,41.963452698,-87.7083168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-18 18:22:00,41.750940757,-87.625185222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:20:00,41.880320753,-87.759097628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 18:15:00,41.880910498,-87.760142581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 18:15:00,42.017182803,-87.673765955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:14:00,41.8769047,-87.629043466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:10:00,41.654898347,-87.605106003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 18:09:00,41.837650931,-87.646266397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:07:00,41.867189726,-87.716282303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:07:00,41.867191464,-87.716095047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 18:06:00,41.838044411,-87.646442003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 18:05:00,41.838814549,-87.623263115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFFENSE INVOLVING CHILDREN,2025-03-18 18:05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEX OFFENSE,2025-03-18 18:05:00,41.895700883,-87.690972853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 18:03:00,41.895407139,-87.624263706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:00:00,41.753104057,-87.56262469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEX OFFENSE,2025-03-18 18:00:00,41.9411554,-87.643061268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 18:00:00,41.830611847,-87.623247369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL SEXUAL ASSAULT,2025-03-18 18:00:00,41.765763563,-87.586317625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 18:00:00,41.782616128,-87.702537735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 18:00:00,41.75879731,-87.583180413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:00:00,41.895199124,-87.664609728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 18:00:00,41.903196526,-87.751957281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 18:00:00,41.85970456,-87.660299244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 18:00:00,41.737682297,-87.716955682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:00:00,41.883475491,-87.627876969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 18:00:00,41.872210893,-87.659496151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 18:00:00,41.891741423,-87.721720476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 18:00:00,41.905193291,-87.719075734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-18 17:57:00,41.809193694,-87.697901093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 17:57:00,41.895996468,-87.625487641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 17:55:00,41.966654524,-87.705178388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 17:50:00,41.917078812,-87.756695962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 17:45:00,41.802896506,-87.606425428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 17:45:00,41.896285,-87.667298068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 17:45:00,41.895909413,-87.624276515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 17:40:00,41.738277932,-87.55752218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 17:39:00,41.776832515,-87.683577859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 17:38:00,41.798518831,-87.622563893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 17:38:00,41.737051087,-87.624176365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 17:38:00,41.735329834,-87.625419019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 17:36:00,41.767822402,-87.591920549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-18 17:35:00,41.824952496,-87.671857262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-18 17:35:00,41.689318136,-87.536491292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 17:35:00,42.00167049,-87.673863642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 17:33:00,41.895140898,-87.624255632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 17:33:00,41.875820724,-87.647175913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTERFERENCE WITH PUBLIC OFFICER,2025-03-18 17:33:00,41.790868799,-87.633458695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 17:30:00,41.853050802,-87.679004351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 17:30:00,41.920955955,-87.715966658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 17:30:00,41.783135594,-87.615697709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 17:30:00,41.793192941,-87.663331471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 17:25:00,41.855520616,-87.62177526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 17:24:00,41.759402215,-87.644268517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-18 17:24:00,41.863492851,-87.703076036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 17:22:00,41.869311235,-87.663422037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 17:21:00,41.972364558,-87.656304974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 17:20:00,41.884466819,-87.634266948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-18 17:18:00,41.870115413,-87.699210961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 17:15:00,41.895140898,-87.624255632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 17:15:00,41.829389915,-87.606892634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 17:11:00,41.910533752,-87.653832316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 17:11:00,41.891694878,-87.626155832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 17:04:00,41.907153315,-87.639680572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 17:00:00,41.796693407,-87.704871489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 17:00:00,41.913888208,-87.682428428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 17:00:00,41.761016997,-87.643085679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 17:00:00,41.743204538,-87.654276649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 17:00:00,41.893469034,-87.632648229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 17:00:00,41.913888208,-87.682428428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 17:00:00,41.884980786,-87.746668974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 17:00:00,41.744918742,-87.613540066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-18 17:00:00,41.860248372,-87.723779062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL TRESPASS,2025-03-18 17:00:00,41.87741589,-87.697860959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 17:00:00,41.796913234,-87.646441312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-18 16:53:00,41.938818753,-87.747513635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 16:52:00,41.783318153,-87.594708301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:52:00,41.981051896,-87.668375719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 16:52:00,41.78984266,-87.649905046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:50:00,41.745544312,-87.595350293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBERY,2025-03-18 16:46:00,41.894408446,-87.634143853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:45:00,41.680692908,-87.662446079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 16:45:00,41.797533474,-87.622538107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 16:44:00,41.736413756,-87.620523151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 16:44:00,41.980279422,-87.691767478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 16:44:00,41.864021376,-87.704374112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:38:00,41.86821682,-87.6304532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:38:00,41.977017622,-87.692447486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 16:37:00,41.780540013,-87.663030565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 16:35:00,41.997613644,-87.696541438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 16:31:00,41.652855669,-87.539882806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:30:00,41.885888079,-87.627942238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 16:30:00,41.788339891,-87.740514226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 16:30:00,42.003537812,-87.671224782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 16:30:00,41.999000447,-87.887655284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:30:00,41.756225433,-87.636265116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 16:30:00,41.877494027,-87.674712257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:30:00,41.733542413,-87.652059289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:20:00,42.019399237,-87.675049485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DECEPTIVE PRACTICE,2025-03-18 16:20:00,41.993717892,-87.655501171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTHER OFFENSE,2025-03-18 16:20:00,41.736732889,-87.545823622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-18 16:18:00,41.89417324,-87.71871488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:15:00,41.763625742,-87.560182233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 16:15:00,41.764728716,-87.645611748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 16:15:00,41.773085006,-87.568335406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOTOR VEHICLE THEFT,2025-03-18 16:15:00,41.799911401,-87.742952841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 16:15:00,41.780155491,-87.586451255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-18 16:14:00,41.925761747,-87.768883978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 16:14:00,41.985091455,-87.77501027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 16:10:00,41.721183199,-87.56235057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:08:00,41.940318272,-87.644408194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NARCOTICS,2025-03-18 16:08:00,41.76312366,-87.661441472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:06:00,41.929743818,-87.684273777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEAPONS VIOLATION,2025-03-18 16:05:00,41.910272998,-87.736797324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:05:00,41.754784397,-87.557041227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRIMINAL DAMAGE,2025-03-18 16:05:00,41.953252298,-87.76145801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 16:05:00,41.691818411,-87.678136584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 16:00:00,41.799149172,-87.624203617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 16:00:00,41.966409353,-87.648852157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BATTERY,2025-03-18 16:00:00,41.745760066,-87.735896814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:00:00,41.977225127,-87.655010442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THEFT,2025-03-18 16:00:00,41.930535302,-87.718384312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASSAULT,2025-03-18 16:00:00,41.754805333,-87.670833516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
